,gene,area.24_mean,area.24_std,area.24_count,mean_intensity.24_mean,mean_intensity.24_std,mean_intensity.24_count,area.48_mean,area.48_std,area.48_count,mean_intensity.48_mean,mean_intensity.48_std,mean_intensity.48_count,corrected_area.24_mean,corrected_area.24_std,corrected_area.24_count,corrected_mean_intensity.24_mean,corrected_mean_intensity.24_std,corrected_mean_intensity.24_count,corrected_area.48_mean,corrected_area.48_std,corrected_area.48_count,corrected_mean_intensity.48_mean,corrected_mean_intensity.48_std,corrected_mean_intensity.48_count
13,ABP140,212.28571428571428,18.794629425399567,7.0,0.3622346929945295,0.06973107901070907,8.0,267.2857142857143,23.69046422588834,7.0,0.5038304573258158,0.03488406710818644,7.0,0.08296966638767311,0.3926459913789806,7.0,-0.3741812988851535,0.8279031264344714,8.0,0.30409316272126397,0.4629483221597181,7.0,0.04780061999778162,0.42041490211956617,7.0
14,ABZ1,257.72727272727275,66.16810547248713,11.0,0.42647910341504675,0.0664698853616209,8.0,302.0,72.76537638190295,11.0,0.543502605470264,0.05119212827249041,11.0,0.6348867371517408,0.8689203460467694,11.0,0.2862460177199166,0.6093803842857246,8.0,0.8229746274263822,0.8825882696978371,11.0,0.18973630870405528,0.5193730158069054,11.0
15,ABZ2,216.5,16.08903797177267,8.0,0.469984407065398,0.015671543857113425,7.0,235.625,17.63063486418699,8.0,0.5553765754857323,0.04585186734531135,8.0,0.1606973703975063,0.30610778211297435,8.0,0.3800642747602844,0.278989348986202,7.0,0.1778376946838999,0.318290688266653,8.0,0.515160423949105,0.20886972330551815,7.0
16,ACA1,260.5,32.78441980298237,12.0,0.44641728467475333,0.038548586113342796,11.0,275.5833333333333,27.54321673078124,12.0,0.5681188512922861,0.03282335649858759,11.0,0.9139097131166154,0.5568813176333341,12.0,0.33667902812063827,0.47374470016139575,11.0,0.8196768655779079,0.5391431785615594,12.0,0.5823329523869608,0.2427077502200444,11.0
17,ACB1,145.5,17.037773161000654,8.0,0.42269719220294455,0.047728115288270014,8.0,169.85714285714286,26.397149918306027,7.0,0.5579975848213479,0.02508432778153177,8.0,-1.3781818746491237,0.2795975384242891,8.0,-0.1960003825892871,0.799607762025883,7.0,-1.375957137801423,0.31369393195501305,8.0,0.566420181633262,0.47751060215233027,8.0
18,ACE2,252.125,41.08679836638528,8.0,0.44168581014381797,0.04146320662637375,8.0,339.125,81.58507829254073,8.0,0.5636326800569743,0.025348151788473265,8.0,0.11758969764593631,0.37165592905829686,8.0,0.6022402885250852,0.7008511218646362,8.0,0.27790151544208386,0.39757843586067,8.0,0.8098679261737183,0.2582513111086681,8.0
19,ACF2,279.3636363636364,49.48994388211149,11.0,0.39037790368739755,0.054334921784311985,11.0,330.75,40.94508517514648,8.0,0.5219920646957089,0.029795067039210903,8.0,0.2532536634831061,0.4581131383487634,11.0,-0.4377532454607341,0.5957253624265738,11.0,0.22847358177369226,0.45096990064534254,8.0,0.15900425093264148,0.256715734873213,8.0
20,ACF4,206.7,29.73979750360711,10.0,0.4327389865075288,0.06044581366441665,11.0,235.14285714285714,22.70410074141212,7.0,0.5520907631945565,0.045234890932279274,11.0,-0.11208452698242873,0.4614507582593416,10.0,0.1675559168676686,0.6584163906389379,10.0,0.10595266183604722,0.3471745482909979,7.0,0.4113452942337278,0.4436331914848808,10.0
21,ACH1,198.8181818181818,17.747214890332405,11.0,0.42588506246336094,0.03430642775035207,10.0,233.36363636363637,18.570259703476026,11.0,0.5384090948496777,0.03504246555893502,11.0,-0.2729828727206293,0.27339821367789824,11.0,0.14371031881054525,0.36917430125982975,11.0,-0.20640989043421923,0.3344832477377937,10.0,0.1578101501163237,0.2942279915440793,11.0
22,ACK1,211.5,38.272943208201035,12.0,0.4480897327134367,0.04664710434608475,12.0,229.83333333333334,40.14707808530876,12.0,0.5643126580418069,0.0247521207946865,11.0,-0.01996877964591197,0.6846404709530135,12.0,0.4559930925223346,0.4914687975610704,12.0,-0.008906654302261277,0.676871166087567,12.0,0.44384739889987795,0.33457293461682847,11.0
23,ACM1,244.58333333333334,34.27816249804566,12.0,0.4518613500954338,0.04307636101412204,11.0,266.1666666666667,36.98115818367593,12.0,0.57195772108622,0.02865719222208161,12.0,0.6061172859945684,0.5654119562544524,12.0,0.5438576443187538,0.3006364308484375,10.0,0.6463147753050044,0.6202391347642787,12.0,0.6459337114686098,0.31412411847724114,12.0
24,ACN9,156.0,77.6595132614157,3.0,0.4147499664329973,0.018804681542426375,3.0,169.66666666666666,85.231058501777,3.0,0.46339790986576856,0.03364310967666205,3.0,-0.9806787493431514,1.5960346002696568,3.0,-0.23667760281231917,0.2999323057417572,3.0,-1.1607342843193102,1.560391010456737,3.0,-0.6581107559437961,0.5592508019092428,3.0
25,ACO1,263.1818181818182,34.33021462740419,11.0,0.4417764628204958,0.056933682967596884,12.0,297.0,37.372003781797225,10.0,0.5683186572836323,0.03527383586662144,11.0,1.1271606805702075,0.5645637110248104,10.0,0.6573114523210823,0.6514649498424062,12.0,0.9052741387499587,0.6042022395026311,11.0,0.7733442820430732,0.27375188150344937,11.0
26,ACO2,218.91666666666666,36.06987984293901,24.0,0.3979354672267128,0.044798905334404976,24.0,238.29166666666666,40.62070490115437,24.0,0.5258041670586908,0.028379881199089973,24.0,0.154354267609653,0.5892745746270898,24.0,-0.33988030995532165,0.6522989003047202,24.0,0.17600268498339858,0.5741089269775996,24.0,-0.20197559992544314,0.5229281576449655,24.0
27,ACS1,198.71428571428572,24.971412226212372,7.0,0.4266277745887129,0.02281199958480336,7.0,220.16666666666666,10.342469079802305,6.0,0.5008817949235408,0.05059383586954543,8.0,-0.22570837833843663,0.3921833624578831,7.0,-0.2837995632921822,0.44537604458449037,7.0,-0.2400021022224818,0.38782287925671777,7.0,-0.6588864180672479,0.8437134122964652,8.0
28,ADA2,235.9,20.080117308200936,10.0,0.405132438235619,0.090006989404671,11.0,258.6,23.83834446153228,10.0,0.5266208518382985,0.05290289982442874,12.0,0.49937061874869776,0.39833511670128047,10.0,-0.19077560703393842,0.9975455255852317,11.0,0.41492000255036837,0.5898247776880322,11.0,-0.18006535185739939,0.9584037897607142,12.0
29,ADD37,193.36363636363637,46.44194812294749,11.0,0.4340036676584912,0.06341163918738967,11.0,209.27272727272728,41.81169910226301,11.0,0.5370815398577885,0.07083564008439476,8.0,-0.3374823454075815,0.8484245007835571,11.0,0.3390895188365136,0.5990164290776202,10.0,-0.2978708679909983,0.7857627434155844,11.0,0.09868903943480148,0.7103075341804178,8.0
30,ADD66,220.25,33.39696307835703,8.0,0.4174877384987942,0.03714267751946959,8.0,234.625,33.35496322031507,8.0,0.5161763913830235,0.02883721201118118,8.0,0.23533322403919762,0.6333145377823611,8.0,-0.46081345009680963,0.6519001939752836,8.0,0.16262062582765086,0.5649289606150492,8.0,-0.4521032322269892,0.6344698737482228,8.0
31,ADE1,154.63636363636363,34.28198572799635,11.0,0.4205056414608687,0.09138447057156283,11.0,151.9090909090909,37.60971827986631,11.0,0.5192284391480451,0.10779214072705876,11.0,-1.054873836161457,0.6423164793137076,11.0,-0.05552646388688065,1.2737246380014233,11.0,-1.2678886259069129,0.6556439244776424,11.0,-0.22253376070447875,1.4359848223023908,11.0
32,ADE12,115.125,43.330746259769995,8.0,0.29638308242265354,0.040781163583636426,8.0,136.375,69.69102729702213,8.0,0.37815196967131726,0.1264715740707621,7.0,-1.6665630989460003,0.8439795912939959,8.0,-1.4486943314553329,0.3395330911673735,7.0,-1.4675206573858999,1.1497085836232712,8.0,-2.31138119826423,1.8149856694011288,7.0
