,Unnamed: 0,gene,area.24_mean,area.24_std,area.24_count,mean_intensity.24_mean,mean_intensity.24_std,mean_intensity.24_count,area.48_mean,area.48_std,area.48_count,mean_intensity.48_mean,mean_intensity.48_std,mean_intensity.48_count,corrected_area.24_mean,corrected_area.24_std,corrected_area.24_count,corrected_mean_intensity.24_mean,corrected_mean_intensity.24_std,corrected_mean_intensity.24_count,corrected_area.48_mean,corrected_area.48_std,corrected_area.48_count,corrected_mean_intensity.48_mean,corrected_mean_intensity.48_std,corrected_mean_intensity.48_count
0,0,0,218.1818181818182,83.08527930002785,11.0,0.3947571855283995,0.0673814300256376,11.0,326.3636363636364,115.36660931766411,11.0,0.4518905561585841,0.0529202704481928,11.0,-0.6149344927571779,1.2513183867462403,10.0,-0.6807050604803448,1.1401314961625195,10.0,-0.2778825596047134,1.3880639256954588,10.0,-0.7280299307644843,0.9529918602702168,10.0
1,1,AAC1,237.0,26.8824602048746,4.0,0.4415870194822493,0.0543804568071498,4.0,268.0,19.16594201528674,4.0,0.5097932449158862,0.0271470963579047,4.0,0.6737317103228251,0.5348017586593505,4.0,0.2166396900408679,0.8821825125552868,4.0,0.5878965476030105,0.3723741231357547,4.0,0.1606854769719897,0.4137602193207964,4.0
2,2,AAC3,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
3,3,AAD3,221.25,22.573952541221782,4.0,0.4375156009672268,0.0416746694015212,4.0,244.75,23.386249521175188,4.0,0.5019028529048742,0.0191705602249929,4.0,0.3603193240936104,0.4639329788142728,4.0,0.1264314050227896,0.6647057359850894,4.0,0.2138744607547322,0.4281501856553747,4.0,-0.0180414972144971,0.3186730145315279,4.0
4,4,AAD4,188.0,8.981462390204989,4.0,0.4223685265407479,0.0347534332368923,4.0,217.0,11.460075625114056,4.0,0.5216816417562598,0.0202720873511591,4.0,-0.3230245217573064,0.1845842722131742,4.0,-0.115162527197007,0.5543128895677311,4.0,-0.2941662852049305,0.2098084817779133,4.0,0.3107421268987076,0.3369837454524743,4.0
5,5,AAD6,201.5,39.77017307815829,4.0,0.428409325909789,0.057952353921008,4.0,226.0,33.18634257240972,4.0,0.5067113139384916,0.0532348416882066,4.0,-0.0455766444945281,0.8173444517709861,4.0,-0.0188125369463303,0.924332757003848,4.0,-0.1293963135423372,0.6075680805823404,4.0,0.0618897491787361,0.8849249724466904,4.0
6,6,AAH1,199.5,11.561430130683082,4.0,0.396886437887113,0.0272136161815344,4.0,246.75,16.19413474070165,4.0,0.4637191115546842,0.0215447276954381,4.0,0.0014545732760894,0.3464570950679657,4.0,-0.3947461217237725,0.3370114222163843,4.0,0.0012634785403788,0.2246691055607589,4.0,-0.4527606832494148,0.3789971994830416,4.0
7,7,AAP1,194.33333333333331,10.69267662156363,3.0,0.3972748392902328,0.0297789102037184,3.0,232.0,15.716233645501712,3.0,0.5016880532070778,0.033789947177337,3.0,-0.1622036744549744,0.2386459971688173,3.0,-0.5287698958962938,0.3980043394647192,3.0,-0.2261838478372414,0.2227322002713564,3.0,0.0919318621864472,0.5667417950186229,3.0
8,8,AAT1,214.25,32.01431971269523,4.0,0.476357520606191,0.0262462859727711,4.0,234.5,32.150686877058575,4.0,0.5577940795572743,0.0025191042533656,3.0,0.206622844919552,0.4982595122964622,4.0,0.8831871892693168,0.4560168840976588,4.0,-0.2443315461558662,0.447831635062331,4.0,0.9872240840677782,0.4190686479652553,4.0
9,9,AAT2,209.25,6.130524719249841,4.0,0.4184222819902916,0.0132147998519098,4.0,237.25,11.146748404803978,4.0,0.5040795903485871,0.0094091444632849,4.0,0.1136989887489186,0.1259926718416932,4.0,-0.1781046315005969,0.2107743957565438,4.0,0.0765661510359044,0.2040721576432898,4.0,0.0181424992305995,0.1564085970929812,4.0
