,gene,area_mean,area_std,area_count,mean_intensity_mean,mean_intensity_std,mean_intensity_count,corrected_area_mean,corrected_area_std,corrected_area_count,corrected_mean_intensity_mean,corrected_mean_intensity_std,corrected_mean_intensity_count,area_Z_mean,area_Z_std,area_Z_count,mean_intensity_Z_mean,mean_intensity_Z_std,mean_intensity_Z_count,corrected_area_Z_mean,corrected_area_Z_std,corrected_area_Z_count,corrected_mean_intensity_Z_mean,corrected_mean_intensity_Z_std,corrected_mean_intensity_Z_count
18,ACE2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
19,ACF2,331.0,65.27633568147036,3.0,0.42011043019144845,0.01732468492604297,3.0,216.95927725152106,16.153708254635813,3.0,0.4281499017272136,0.03506501662001989,3.0,-3.700743415417188e-17,0.9999999999999999,3.0,1.0362081563168128e-15,0.9999999999999999,3.0,6.036837696399289e-16,0.9999999999999999,3.0,0.0,1.0,3.0
20,ACF4,225.75,22.18670773233379,4.0,0.49237508544914776,0.008488791308101165,4.0,216.0920991200192,15.933696874573434,4.0,0.5177572379412454,0.004312362348977839,4.0,0.0,1.0,4.0,1.609823385706477e-15,0.9999999999999999,4.0,-4.440892098500626e-16,1.0,4.0,-1.9262369477246466e-14,1.0,4.0
21,ACH1,212.5,21.67179426505029,4.0,0.44922351754085943,0.01744137389547837,4.0,188.83231295851624,27.780183930988947,4.0,0.4801779484304047,0.03228018226008047,4.0,-2.7755575615628914e-17,0.9999999999999999,4.0,1.6167622796103842e-15,1.0,4.0,-2.220446049250313e-16,0.9999999999999999,4.0,-2.7755575615628914e-17,1.0,4.0
22,ACK1,228.25,60.73645253607315,4.0,0.4884655048675817,0.024671912251417478,4.0,220.1344487565285,60.75695913609238,4.0,0.5065533693358312,0.023221039758295973,4.0,-2.7755575615628914e-17,1.0,4.0,-1.3877787807814457e-17,0.9999999999999999,4.0,-4.718447854656915e-16,1.0,4.0,-4.163336342344337e-17,1.0,4.0
23,ACM1,256.0,42.03173404306164,4.0,0.483066533055775,0.018186956811364487,4.0,246.88774902539765,28.66341387440993,4.0,0.5059216401065286,0.002613167043669071,3.0,0.0,1.0,4.0,-3.0574501264091225e-15,0.9999999999999999,4.0,2.1510571102112408e-16,0.9999999999999999,4.0,2.789435349370706e-15,0.9999999999999999,4.0
24,ACN9,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
25,ACO1,272.5,33.010099464658786,4.0,0.48258878301368713,0.021786128020192353,4.0,261.9980326043361,31.504243644520553,4.0,0.5120670847055295,0.03116376723140582,4.0,0.0,0.9999999999999998,4.0,-3.1363800445660672e-15,1.0,4.0,-2.7755575615628914e-17,1.0,4.0,-4.3021142204224816e-16,1.0,4.0
26,ACO2,200.75,19.739373271278318,8.0,0.4062297703543978,0.03323117783611617,8.0,199.21886333095466,24.735983202336573,8.0,0.4186581431492401,0.027712857023307873,8.0,-3.469446951953614e-18,0.9999999999999998,8.0,1.2212453270876722e-15,1.0,8.0,-2.8102520310824275e-16,1.0,8.0,1.7069679003611782e-15,1.0,8.0
27,ACS1,207.25,31.836823543395994,4.0,0.42805632208052014,0.03184772628081605,4.0,196.68294837518135,18.84688250961179,4.0,0.4491658245333897,0.02313113550919663,4.0,-2.7755575615628914e-17,0.9999999999999999,4.0,-1.27675647831893e-15,1.0,4.0,-7.216449660063518e-16,0.9999999999999998,4.0,5.551115123125783e-17,1.0,4.0
28,ADA2,256.0,2.6457513110645907,3.0,0.4801229473521969,0.013969077677950973,3.0,245.69498097282417,9.194150892322657,3.0,0.4952556467824783,0.010074740882637382,3.0,2.7755575615628914e-17,1.0,4.0,5.134781488891349e-16,1.0,4.0,-3.608224830031759e-16,1.0000000000000002,4.0,1.6653345369377348e-16,0.9999999999999998,4.0
29,ADD37,216.75,54.20562701417631,4.0,0.4962225927615988,0.029454927913078167,4.0,216.75,54.20562701417631,4.0,0.4962225927615988,0.029454927913078167,4.0,0.0,0.9999999999999999,4.0,4.996003610813204e-16,1.0,4.0,0.0,0.9999999999999999,4.0,4.996003610813204e-16,1.0,4.0
