,gene,plate,row,column,area.24,mean_intensity.24,area.48,mean_intensity.48
130,ScBTX021,0,5,10,1481.0,0.5145546891841731,1481.0,0.6694328895005995
131,ScBTX021,0,5,11,1514.0,0.5243913842891925,1502.0,0.6758295097709249
132,ScBTX020,0,5,12,1666.0,0.3480911215579383,1672.0,0.1451518462562263
133,ScBTX020,0,5,13,1661.0,0.35032718122717504,1669.0,0.14143863267700288
134,ScBTX021,0,5,14,1527.0,0.5258343198360408,1513.0,0.6816402643799055
135,ScBTX021,0,5,15,1539.0,0.5345051867233721,1521.0,0.6897918534959977
136,ScBTX020,0,5,16,1681.0,0.33369881616585295,1694.0,0.16599509709481267
137,ScBTX020,0,5,17,1547.0,0.3334651086034,1587.0,0.17432912308762927
138,ScBTX021,0,5,18,1595.0,0.540658395461389,1567.0,0.6958908675961429
139,ScBTX021,0,5,19,1587.0,0.5429283230407975,1548.0,0.6939041855037859
140,ScBTX020,0,5,20,1695.0,0.33871682098870454,1708.0,0.2161590177349013
141,ScBTX020,0,5,21,1647.0,0.35079610423416063,1683.0,0.20088504271426597
142,ScBTX021,0,5,22,1446.0,0.5304049623203028,1475.0,0.694301762708002
143,ScBTX021,0,5,23,1696.0,0.5165873721591675,1783.0,0.6997477874247529
144,ScBTX021,0,6,0,1931.0,0.47066453949945314,2004.0,0.6713104418278196
145,ScBTX021,0,6,1,1624.0,0.4868954819697835,1659.0,0.6604282599559914
146,ScBTX020,0,6,2,1774.0,0.39903837370369755,1796.0,0.10639568815226066
147,ScBTX020,0,6,3,1705.0,0.3944308903647832,1721.0,0.09397767225880566
148,ScBTX021,0,6,4,1531.0,0.49851161969540253,1516.0,0.6576510406561824
149,ScBTX021,0,6,5,1550.0,0.49042791603395147,1526.0,0.65983967625836
150,ScBTX020,0,6,6,1647.0,0.37849061796866174,1661.0,0.111276759704569
151,ScBTX020,0,6,7,1773.0,0.3633370824179974,1803.0,0.13993068371648357
152,ScBTX021,0,6,8,1519.0,0.502221808675865,1487.0,0.6636352128387201
153,ScBTX021,0,6,9,1532.0,0.5090783678048809,1503.0,0.6732638628775485
154,ScBTX020,0,6,10,1594.0,0.3431225645191109,1616.0,0.13047396076395473
155,ScBTX020,0,6,11,1565.0,0.3469970944672356,1579.0,0.13916629464219768
156,ScBTX021,0,6,12,1525.0,0.5335864108037721,1518.0,0.6849431792166532
157,ScBTX021,0,6,13,1520.0,0.5268647810221629,1495.0,0.6878051472727558
158,ScBTX020,0,6,14,1563.0,0.33788152637805663,1597.0,0.1581814094068566
159,ScBTX020,0,6,15,1553.0,0.3351291181839729,1551.0,0.16948729743022364
160,ScBTX021,0,6,16,1568.0,0.5442252570608154,1525.0,0.6967537410347169
161,ScBTX021,0,6,17,1595.0,0.550152402927516,1576.0,0.7037398124808149
162,ScBTX020,0,6,18,1419.0,0.3305579313676201,1416.0,0.18897376266069876
163,ScBTX020,0,6,19,1559.0,0.32893008256765677,1585.0,0.19989748603712384
164,ScBTX021,0,6,20,1441.0,0.5337108764811668,1428.0,0.6980489068232149
165,ScBTX021,0,6,21,1416.0,0.5409534796216299,1400.0,0.6929602160837003
166,ScBTX020,0,6,22,1581.0,0.3698086538740552,1640.0,0.18333554672013647
167,ScBTX020,0,6,23,2016.0,0.35806660233234333,2114.0,0.20122721855571418
168,ScBTX021,0,7,0,1975.0,0.46720282419435183,2077.0,0.6642535335249465
169,ScBTX021,0,7,1,1638.0,0.48066914151040546,1701.0,0.6610607632335898
170,ScBTX020,0,7,2,1698.0,0.4116461412227468,1738.0,0.09642559221608862
171,ScBTX020,0,7,3,1668.0,0.38597181878954834,1698.0,0.10312446144043706
172,ScBTX021,0,7,4,1580.0,0.5048906555693621,1546.0,0.6671730203096599
173,ScBTX021,0,7,5,1550.0,0.49657634680445134,1529.0,0.6587414761916718
174,ScBTX020,0,7,6,1571.0,0.35582214509275406,1600.0,0.13173279441311514
175,ScBTX020,0,7,7,1616.0,0.36753890041343706,1645.0,0.11038412348066048
176,ScBTX021,0,7,8,1560.0,0.5088720193688082,1542.0,0.6704549506304254
177,ScBTX021,0,7,9,1505.0,0.5059805761942695,1483.0,0.6722054845616479
178,ScBTX020,0,7,10,1643.0,0.3355887106539838,1662.0,0.13832535043725924
179,ScBTX020,0,7,11,1661.0,0.3409605606760703,1686.0,0.15299932438577493
180,ScBTX021,0,7,12,1651.0,0.5332417405362321,1619.0,0.6891735331329063
181,ScBTX021,0,7,13,1527.0,0.5357834261557732,1511.0,0.6910922803228532
182,ScBTX020,0,7,14,1661.0,0.33870075499903624,1663.0,0.17146020253817354
183,ScBTX020,0,7,15,1642.0,0.33385543212847385,1641.0,0.16674239273641947
184,ScBTX021,0,7,16,1555.0,0.5426668982176045,1523.0,0.6956795189210192
185,ScBTX021,0,7,17,1526.0,0.5468142716044117,1525.0,0.6983582658484243
186,ScBTX020,0,7,18,1687.0,0.33578146853733454,1682.0,0.19565324059451422
187,ScBTX020,0,7,19,1661.0,0.3334740331624863,1644.0,0.18718426669691846
188,ScBTX021,0,7,20,1478.0,0.5434199796679433,1463.0,0.6977214593082718
189,ScBTX021,0,7,21,1459.0,0.5468850209440588,1450.0,0.6988241850762807
190,ScBTX020,0,7,22,1686.0,0.3646774671311166,1773.0,0.18381591253410814
191,ScBTX020,0,7,23,2115.0,0.3527141257903369,2229.0,0.1801584666437099
192,ScBTX020,0,8,0,2215.0,0.4413577244885444,2358.0,0.11265959168156567
193,ScBTX020,0,8,1,1770.0,0.4341626225694363,1860.0,0.0922691745423202
194,ScBTX021,0,8,2,1557.0,0.4964028877909307,1560.0,0.6617744389566389
195,ScBTX021,0,8,3,1585.0,0.4978670825374407,1559.0,0.6604623839641468
